Mode,Amperometric i-t Curve,
1613,0.01091,5.455
1613,0.01091,5.455
1613,0.01091,5.455
1613,0.01091,5.455
1613,0.01091,5.455
1613,0.01091,5.455
1613,0.01091,5.455
1613,0.01091,5.455
1614,0.01091,5.455
1614,0.01091,5.455
1614,0.01092,5.46
1614,0.01091,5.455
1614,0.01091,5.455
1614,0.01092,5.46
1614,0.01091,5.455
1614,0.01091,5.455
1614,0.01091,5.455
1614,0.01092,5.46
1615,0.01092,5.46
1615,0.01092,5.46
1615,0.01091,5.455
1615,0.01091,5.455
1615,0.01091,5.455
1615,0.01091,5.455
1615,0.01092,5.46
1615,0.01092,5.46
1615,0.01091,5.455
1615,0.01091,5.455
1616,0.01091,5.455
1616,0.01091,5.455
1616,0.01092,5.46
1616,0.01091,5.455
1616,0.01091,5.455
1616,0.01091,5.455
1616,0.01091,5.455
1616,0.01091,5.455
1616,0.01091,5.455
1616,0.01091,5.455
1617,0.01091,5.455
1617,0.01091,5.455
1617,0.01092,5.46
1617,0.01091,5.455
1617,0.0109,5.45
1617,0.01091,5.455
1617,0.0109,5.45
1617,0.0109,5.45
1617,0.01091,5.455
1617,0.01091,5.455
1618,0.01091,5.455
1618,0.01091,5.455
1618,0.01091,5.455
1618,0.01091,5.455
1618,0.01091,5.455
1618,0.01092,5.46
1618,0.01091,5.455
1618,0.01091,5.455
1618,0.01091,5.455
1618,0.01091,5.455
1619,0.01091,5.455
1619,0.01091,5.455
1619,0.01091,5.455
1619,0.01091,5.455
1619,0.01091,5.455
1619,0.01091,5.455
1619,0.01091,5.455
1619,0.01091,5.455
1619,0.01091,5.455
1619,0.01091,5.455
1620,0.01091,5.455
1620,0.01091,5.455
1620,0.01092,5.46
1620,0.01091,5.455
1620,0.01091,5.455
1620,0.01091,5.455
1620,0.01091,5.455
1620,0.01091,5.455
1620,0.01091,5.455
1620,0.01091,5.455
1621,0.01092,5.46
1621,0.01092,5.46
1621,0.01091,5.455
1621,0.01091,5.455
1621,0.01091,5.455
1621,0.01091,5.455
1621,0.01092,5.46
1621,0.01092,5.46
1621,0.01091,5.455
1621,0.01091,5.455
1622,0.01091,5.455
1622,0.01091,5.455
1622,0.01091,5.455
1622,0.01091,5.455
1622,0.01091,5.455
1622,0.01091,5.455
1622,0.01091,5.455
1622,0.01091,5.455
1622,0.01091,5.455
1622,0.01091,5.455
1623,0.01091,5.455
1623,0.01091,5.455
1623,0.01091,5.455
1623,0.01092,5.46
1623,0.01092,5.46
1623,0.01091,5.455
1623,0.01091,5.455
1623,0.01091,5.455
1623,0.01091,5.455
1623,0.01091,5.455
1624,0.01091,5.455
1624,0.01091,5.455
1624,0.01091,5.455
1624,0.01091,5.455
1624,0.01092,5.46
1624,0.01091,5.455
1624,0.01091,5.455
1624,0.01091,5.455
1624,0.01091,5.455
1624,0.01092,5.46
1625,0.01091,5.455
1625,0.01091,5.455
1625,0.01091,5.455
1625,0.01092,5.46
1625,0.01091,5.455
1625,0.01091,5.455
1625,0.01091,5.455
1625,0.01091,5.455
1625,0.01091,5.455
1625,0.01091,5.455
1626,0.01091,5.455
1626,0.01092,5.46
1626,0.01091,5.455
1626,0.01091,5.455
1626,0.01091,5.455
1626,0.01092,5.46
1626,0.01091,5.455
1626,0.01091,5.455
1626,0.01091,5.455
1626,0.01091,5.455
1627,0.01091,5.455
1627,0.01092,5.46
1627,0.01092,5.46
1627,0.01091,5.455
1627,0.01092,5.46
1627,0.01092,5.46
1627,0.01092,5.46
1627,0.01092,5.46
1627,0.01092,5.46
1627,0.01092,5.46
1628,0.01092,5.46
1628,0.01092,5.46
1628,0.01091,5.455
1628,0.01091,5.455
1628,0.01092,5.46
1628,0.01091,5.455
1628,0.01091,5.455
1628,0.01091,5.455
1628,0.01092,5.46
1628,0.01092,5.46
1629,0.01091,5.455
1629,0.01091,5.455
1629,0.01091,5.455
1629,0.01091,5.455
1629,0.01091,5.455
1629,0.01091,5.455
1629,0.01091,5.455
1629,0.01091,5.455
1629,0.01091,5.455
1629,0.01091,5.455
1630,0.01091,5.455
1630,0.01091,5.455
1630,0.01091,5.455
1630,0.01091,5.455
1630,0.01091,5.455
1630,0.01091,5.455
1630,0.01091,5.455
1630,0.01092,5.46
1630,0.01091,5.455
1630,0.01091,5.455
1631,0.01091,5.455
1631,0.01091,5.455
1631,0.01091,5.455
1631,0.01091,5.455
1631,0.0109,5.45
1631,0.01091,5.455
1631,0.01091,5.455
1631,0.01091,5.455
1631,0.01091,5.455
1631,0.01091,5.455
1632,0.01091,5.455
1632,0.01091,5.455
1632,0.01091,5.455
1632,0.01091,5.455
1632,0.01092,5.46
1632,0.01092,5.46
1632,0.01092,5.46
1632,0.01092,5.46
1632,0.01092,5.46
1632,0.01092,5.46
1633,0.01091,5.455
1633,0.01092,5.46
1633,0.01092,5.46
1633,0.01091,5.455
1633,0.01091,5.455
1633,0.01091,5.455
1633,0.01091,5.455
1633,0.01091,5.455
1633,0.01092,5.46
1633,0.01091,5.455
1634,0.01091,5.455
1634,0.01091,5.455
1634,0.01091,5.455
1634,0.01092,5.46
1634,0.01091,5.455
1634,0.01091,5.455
1634,0.01091,5.455
1634,0.01091,5.455
1634,0.01091,5.455
1634,0.01092,5.46
1635,0.01092,5.46
1635,0.01091,5.455
1635,0.01091,5.455
1635,0.01091,5.455
1635,0.01091,5.455
1635,0.01091,5.455
1635,0.01091,5.455
1635,0.01091,5.455
1635,0.01091,5.455
1635,0.01091,5.455
1636,0.01091,5.455
1636,0.01091,5.455
1636,0.01092,5.46
1636,0.01091,5.455
1636,0.01091,5.455
1636,0.01092,5.46
1636,0.01092,5.46
1636,0.01092,5.46
1636,0.01092,5.46
1636,0.01091,5.455
1637,0.01092,5.46
1637,0.01092,5.46
1637,0.01091,5.455
1637,0.01091,5.455
1637,0.01091,5.455
1637,0.01091,5.455
1637,0.01091,5.455
1637,0.01092,5.46
1637,0.01091,5.455
1637,0.01091,5.455
1638,0.01092,5.46
1638,0.01092,5.46
1638,0.01091,5.455
1638,0.01091,5.455
1638,0.01091,5.455
1638,0.01091,5.455
1638,0.01091,5.455
1638,0.01091,5.455
1638,0.01091,5.455
1638,0.01091,5.455
1639,0.01091,5.455
1639,0.01091,5.455
1639,0.01091,5.455
1639,0.01091,5.455
1639,0.01091,5.455
1639,0.01091,5.455
1639,0.01091,5.455
1639,0.01091,5.455
1639,0.0109,5.45
1639,0.0109,5.45
1640,0.0109,5.45
1640,0.01091,5.455
1640,0.01091,5.455
1640,0.01091,5.455
1640,0.01092,5.46
1640,0.01092,5.46
1640,0.01091,5.455
1640,0.01091,5.455
1640,0.01091,5.455
1640,0.01091,5.455
1641,0.01091,5.455
1641,0.01091,5.455
1641,0.01091,5.455
1641,0.01092,5.46
1641,0.01091,5.455
1641,0.01092,5.46
1641,0.01091,5.455
1641,0.01092,5.46
1641,0.01091,5.455
1641,0.01091,5.455
1642,0.01091,5.455
1642,0.0109,5.45
1642,0.01091,5.455
1642,0.01091,5.455
1642,0.01091,5.455
1642,0.01091,5.455
1642,0.01091,5.455
1642,0.01091,5.455
1642,0.01091,5.455
1642,0.01092,5.46
1643,0.01091,5.455
1643,0.01092,5.46
1643,0.01091,5.455
1643,0.01091,5.455
1643,0.01091,5.455
1643,0.01091,5.455
1643,0.01092,5.46
1643,0.01092,5.46
1643,0.01092,5.46
1643,0.01092,5.46
1644,0.01092,5.46
1644,0.01092,5.46
1644,0.01091,5.455
1644,0.01092,5.46
1644,0.01092,5.46
1644,0.01092,5.46
1644,0.01092,5.46
1644,0.01092,5.46
1644,0.01092,5.46
1644,0.01091,5.455
1645,0.01092,5.46
1645,0.01092,5.46
1645,0.01092,5.46
1645,0.01092,5.46
1645,0.01092,5.46
1645,0.01092,5.46
1645,0.01091,5.455
1645,0.01091,5.455
1645,0.01091,5.455
1645,0.01091,5.455
1646,0.01092,5.46
1646,0.01091,5.455
1646,0.01091,5.455
1646,0.01091,5.455
1646,0.01091,5.455
1646,0.01091,5.455
1646,0.01091,5.455
1646,0.01091,5.455
1646,0.01091,5.455
1646,0.01091,5.455
1647,0.01091,5.455
1647,0.01091,5.455
1647,0.01091,5.455
1647,0.01091,5.455
1647,0.01091,5.455
1647,0.01091,5.455
1647,0.01091,5.455
1647,0.0109,5.45
1647,0.0109,5.45
1647,0.0109,5.45
1648,0.0109,5.45
1648,0.01091,5.455
1648,0.01092,5.46
1648,0.01091,5.455
1648,0.01091,5.455
1648,0.01091,5.455
1648,0.01091,5.455
1648,0.01091,5.455
1648,0.01091,5.455
1648,0.01091,5.455
1649,0.01091,5.455
1649,0.01091,5.455
1649,0.01091,5.455
1649,0.01091,5.455
1649,0.01091,5.455
1649,0.01091,5.455
1649,0.01091,5.455
1649,0.01091,5.455
1649,0.01092,5.46
1649,0.01092,5.46
1650,0.01092,5.46
1650,0.01091,5.455
1650,0.01091,5.455
1650,0.01091,5.455
1650,0.01091,5.455
1650,0.01091,5.455
1650,0.01091,5.455
1650,0.01091,5.455
1650,0.01091,5.455
1650,0.01092,5.46
1651,0.01092,5.46
1651,0.01092,5.46
1651,0.01091,5.455
1651,0.01091,5.455
1651,0.01092,5.46
1651,0.01091,5.455
1651,0.01092,5.46
1651,0.01092,5.46
1651,0.01092,5.46
1651,0.01091,5.455
1652,0.01091,5.455
1652,0.01091,5.455
1652,0.01091,5.455
1652,0.01092,5.46
1652,0.01092,5.46
1652,0.01092,5.46
1652,0.01092,5.46
1652,0.01092,5.46
1652,0.01091,5.455
1652,0.01092,5.46
1653,0.01092,5.46
1653,0.01092,5.46
1653,0.01092,5.46
1653,0.01092,5.46
1653,0.01092,5.46
1653,0.01092,5.46
1653,0.01092,5.46
1653,0.01092,5.46
1653,0.01092,5.46
1653,0.01092,5.46
1654,0.01092,5.46
1654,0.01092,5.46
1654,0.01092,5.46
1654,0.01092,5.46
1654,0.01092,5.46
1654,0.01093,5.465
1654,0.01093,5.465
1654,0.01092,5.46
1654,0.01092,5.46
1654,0.01092,5.46
1655,0.01092,5.46
1655,0.01092,5.46
1655,0.01092,5.46
1655,0.01092,5.46
1655,0.01092,5.46
1655,0.01092,5.46
1655,0.01092,5.46
1655,0.01092,5.46
1655,0.01092,5.46
1655,0.01091,5.455
1656,0.01091,5.455
1656,0.01091,5.455
1656,0.01091,5.455
1656,0.01092,5.46
1656,0.01092,5.46
1656,0.01091,5.455
1656,0.01091,5.455
1656,0.01092,5.46
1656,0.01092,5.46
1656,0.01092,5.46
1657,0.01092,5.46
1657,0.01092,5.46
1657,0.01091,5.455
1657,0.01092,5.46
1657,0.01092,5.46
1657,0.01092,5.46
1657,0.01091,5.455
1657,0.01092,5.46
1657,0.01091,5.455
1657,0.01092,5.46
1658,0.01092,5.46
1658,0.01092,5.46
1658,0.01091,5.455
1658,0.01091,5.455
1658,0.01091,5.455
1658,0.01092,5.46
1658,0.01092,5.46
1658,0.01091,5.455
1658,0.01091,5.455
1658,0.01092,5.46
1659,0.01092,5.46
1659,0.01091,5.455
1659,0.01091,5.455
1659,0.01092,5.46
1659,0.01092,5.46
1659,0.01091,5.455
1659,0.01091,5.455
1659,0.01091,5.455
1659,0.01091,5.455
1659,0.01091,5.455
1660,0.01091,5.455
1660,0.01092,5.46
1660,0.01092,5.46
1660,0.01091,5.455
1660,0.01091,5.455
1660,0.01091,5.455
1660,0.01091,5.455
1660,0.01091,5.455
1660,0.01091,5.455
1660,0.01091,5.455
1661,0.01092,5.46
1661,0.01092,5.46
1661,0.01092,5.46
1661,0.01092,5.46
1661,0.01092,5.46
1661,0.01092,5.46
1661,0.01091,5.455
1661,0.01092,5.46
1661,0.01092,5.46
1661,0.01092,5.46
1662,0.01092,5.46
1662,0.01092,5.46
1662,0.01092,5.46
1662,0.01091,5.455
1662,0.01092,5.46
1662,0.01092,5.46
1662,0.01092,5.46
1662,0.01092,5.46
1662,0.01092,5.46
1662,0.01092,5.46
1663,0.01091,5.455
1663,0.01091,5.455
1663,0.01092,5.46
1663,0.01092,5.46
1663,0.01092,5.46
1663,0.01093,5.465
1663,0.01093,5.465
1663,0.01092,5.46
1663,0.01092,5.46
1663,0.01092,5.46
1664,0.01092,5.46
1664,0.01092,5.46
1664,0.01092,5.46
1664,0.01092,5.46
1664,0.01091,5.455
1664,0.01092,5.46
1664,0.01092,5.46
1664,0.01091,5.455
1664,0.01091,5.455
1664,0.01092,5.46
1665,0.01092,5.46
1665,0.01091,5.455
1665,0.01092,5.46
1665,0.01092,5.46
1665,0.01092,5.46
1665,0.01092,5.46
1665,0.01092,5.46
1665,0.01092,5.46
1665,0.01091,5.455
1665,0.01092,5.46
1666,0.01092,5.46
1666,0.01092,5.46
1666,0.01092,5.46
1666,0.01091,5.455
1666,0.01092,5.46
1666,0.01091,5.455
1666,0.01092,5.46
1666,0.01091,5.455
1666,0.01091,5.455
1666,0.01092,5.46
1667,0.01092,5.46
1667,0.01092,5.46
1667,0.01092,5.46
1667,0.01091,5.455
1667,0.01091,5.455
1667,0.01092,5.46
1667,0.01092,5.46
1667,0.01092,5.46
1667,0.01092,5.46
1667,0.01092,5.46
1668,0.01092,5.46
1668,0.01092,5.46
1668,0.01092,5.46
1668,0.01091,5.455
1668,0.01092,5.46
1668,0.01091,5.455
1668,0.01092,5.46
1668,0.01091,5.455
1668,0.01091,5.455
1668,0.01091,5.455
1669,0.01091,5.455
1669,0.01091,5.455
1669,0.01091,5.455
1669,0.01092,5.46
1669,0.01091,5.455
1669,0.01091,5.455
1669,0.01091,5.455
1669,0.01092,5.46
1669,0.01091,5.455
1669,0.01091,5.455
1670,0.01091,5.455
1670,0.01091,5.455
1670,0.01092,5.46
1670,0.01091,5.455
1670,0.01091,5.455
1670,0.01092,5.46
1670,0.01091,5.455
1670,0.01092,5.46
1670,0.01091,5.455
1670,0.01091,5.455
1671,0.01091,5.455
1671,0.01091,5.455
1671,0.01091,5.455
1671,0.01091,5.455
1671,0.01091,5.455
1671,0.01092,5.46
1671,0.01092,5.46
1671,0.01092,5.46
1671,0.01092,5.46
1671,0.01092,5.46
1672,0.01091,5.455
1672,0.01092,5.46
1672,0.01091,5.455
1672,0.01092,5.46
1672,0.01092,5.46
1672,0.01091,5.455
1672,0.01091,5.455
1672,0.01092,5.46
1672,0.01093,5.465
1672,0.01092,5.46
1673,0.01092,5.46
1673,0.01092,5.46
1673,0.01092,5.46
1673,0.01092,5.46
1673,0.01092,5.46
1673,0.01092,5.46
1673,0.01092,5.46
1673,0.01092,5.46
1673,0.01092,5.46
1673,0.01091,5.455
1674,0.01091,5.455
1674,0.01092,5.46
1674,0.01092,5.46
1674,0.01092,5.46
1674,0.01092,5.46
1674,0.01092,5.46
1674,0.01092,5.46
1674,0.01091,5.455
1674,0.01091,5.455
1674,0.01091,5.455
1675,0.01091,5.455
1675,0.01091,5.455
1675,0.01092,5.46
1675,0.01092,5.46
1675,0.01092,5.46
1675,0.01092,5.46
1675,0.01092,5.46
1675,0.01091,5.455
1675,0.01092,5.46
1675,0.01092,5.46
1676,0.01092,5.46
1676,0.01092,5.46
1676,0.01092,5.46
1676,0.01092,5.46
1676,0.01091,5.455
1676,0.01092,5.46
1676,0.01092,5.46
1676,0.01092,5.46
1676,0.01091,5.455
1676,0.01092,5.46
1677,0.01092,5.46
1677,0.01092,5.46
1677,0.01092,5.46
1677,0.01092,5.46
1677,0.01092,5.46
1677,0.01092,5.46
1677,0.01092,5.46
1677,0.01092,5.46
1677,0.01092,5.46
1677,0.01091,5.455
1678,0.01092,5.46
1678,0.01092,5.46
1678,0.01092,5.46
1678,0.01092,5.46
1678,0.01092,5.46
1678,0.01092,5.46
1678,0.01092,5.46
1678,0.01092,5.46
1678,0.01092,5.46
1678,0.01092,5.46
1679,0.01092,5.46
1679,0.01092,5.46
1679,0.01091,5.455
1679,0.01092,5.46
1679,0.01092,5.46
1679,0.01092,5.46
1679,0.01092,5.46
1679,0.01091,5.455
1679,0.01091,5.455
1679,0.01091,5.455
1680,0.01091,5.455
1680,0.01092,5.46
1680,0.01092,5.46
1680,0.01092,5.46
1680,0.01091,5.455
1680,0.01092,5.46
1680,0.01091,5.455
1680,0.01092,5.46
1680,0.01092,5.46
1680,0.01092,5.46
1681,0.01091,5.455
1681,0.01092,5.46
1681,0.01092,5.46
1681,0.01091,5.455
1681,0.01091,5.455
1681,0.01091,5.455
1681,0.01092,5.46
1681,0.01092,5.46
1681,0.01091,5.455
1681,0.01091,5.455
1682,0.01092,5.46
1682,0.01091,5.455
1682,0.01091,5.455
1682,0.01091,5.455
1682,0.01091,5.455
1682,0.01091,5.455
1682,0.01092,5.46
1682,0.01092,5.46
1682,0.01091,5.455
1682,0.01092,5.46
1683,0.01091,5.455
1683,0.01091,5.455
1683,0.01091,5.455
1683,0.01091,5.455
1683,0.01091,5.455
1683,0.01091,5.455
1683,0.01092,5.46
1683,0.01092,5.46
1683,0.01091,5.455
1683,0.01092,5.46
1684,0.01092,5.46
1684,0.01092,5.46
1684,0.01091,5.455
1684,0.01091,5.455
1684,0.01092,5.46
1684,0.01091,5.455
1684,0.01091,5.455
1684,0.01091,5.455
1684,0.01091,5.455
1684,0.01091,5.455
1685,0.01091,5.455
1685,0.01092,5.46
1685,0.01092,5.46
1685,0.01091,5.455
1685,0.01092,5.46
1685,0.01091,5.455
1685,0.01091,5.455
1685,0.01092,5.46
1685,0.01092,5.46
1685,0.01092,5.46
1686,0.01092,5.46
1686,0.01092,5.46
1686,0.01091,5.455
1686,0.01092,5.46
1686,0.01092,5.46
1686,0.01092,5.46
1686,0.01092,5.46
1686,0.01092,5.46
1686,0.01092,5.46
1686,0.01092,5.46
1687,0.01092,5.46
1687,0.01092,5.46
1687,0.01092,5.46
1687,0.01093,5.465
1687,0.01093,5.465
1687,0.01092,5.46
1687,0.01092,5.46
1687,0.01091,5.455
1687,0.01092,5.46
1687,0.01092,5.46
1688,0.01092,5.46
1688,0.01092,5.46
1688,0.01092,5.46
1688,0.01092,5.46
1688,0.01092,5.46
1688,0.01092,5.46
1688,0.01091,5.455
1688,0.01091,5.455
1688,0.01091,5.455
1688,0.01091,5.455
1689,0.01092,5.46
1689,0.01092,5.46
1689,0.01092,5.46
1689,0.01092,5.46
1689,0.01092,5.46
1689,0.01091,5.455
1689,0.01092,5.46
1689,0.01092,5.46
1689,0.01092,5.46
1689,0.01092,5.46
1690,0.01092,5.46
1690,0.01091,5.455
1690,0.01092,5.46
1690,0.01092,5.46
1690,0.01092,5.46
1690,0.01092,5.46
1690,0.01092,5.46
1690,0.01092,5.46
1690,0.01092,5.46
1690,0.01092,5.46
1691,0.01091,5.455
1691,0.01092,5.46
1691,0.01091,5.455
1691,0.01092,5.46
1691,0.01092,5.46
1691,0.01093,5.465
1691,0.01092,5.46
1691,0.01092,5.46
1691,0.01092,5.46
1691,0.01092,5.46
1692,0.01092,5.46
1692,0.01092,5.46
1692,0.01092,5.46
1692,0.01092,5.46
1692,0.01092,5.46
1692,0.01092,5.46
1692,0.01092,5.46
1692,0.01091,5.455
1692,0.01092,5.46
1692,0.01092,5.46
1693,0.01091,5.455
1693,0.01092,5.46
1693,0.01092,5.46
1693,0.01092,5.46
1693,0.01092,5.46
1693,0.01092,5.46
1693,0.01092,5.46
1693,0.01092,5.46
1693,0.01092,5.46
1693,0.01092,5.46
1694,0.01092,5.46
1694,0.01091,5.455
1694,0.01092,5.46
1694,0.01091,5.455
1694,0.01091,5.455
1694,0.01091,5.455
1694,0.01092,5.46
1694,0.01092,5.46
1694,0.01092,5.46
1694,0.01092,5.46
1695,0.01091,5.455
1695,0.01091,5.455
1695,0.01091,5.455
1695,0.01091,5.455
1695,0.01092,5.46
1695,0.01092,5.46
1695,0.01091,5.455
1695,0.01091,5.455
1695,0.01092,5.46
1695,0.01092,5.46
1696,0.01092,5.46
1696,0.01093,5.465
1696,0.01093,5.465
1696,0.01093,5.465
1696,0.01092,5.46
1696,0.01093,5.465
1696,0.01093,5.465
1696,0.01092,5.46
1696,0.01093,5.465
1696,0.01093,5.465
1697,0.01092,5.46
1697,0.01092,5.46
1697,0.01093,5.465
1697,0.01092,5.46
1697,0.01092,5.46
1697,0.01092,5.46
1697,0.01092,5.46
1697,0.01092,5.46
1697,0.01091,5.455
1697,0.01092,5.46
1698,0.01092,5.46
1698,0.01092,5.46
1698,0.01092,5.46
1698,0.01092,5.46
1698,0.01092,5.46
1698,0.01092,5.46
1698,0.01092,5.46
1698,0.01092,5.46
1698,0.01092,5.46
1698,0.01092,5.46
1699,0.01092,5.46
1699,0.01092,5.46
1699,0.01092,5.46
1699,0.01092,5.46
1699,0.01092,5.46
1699,0.01092,5.46
1699,0.01092,5.46
1699,0.01092,5.46
1699,0.01092,5.46
1699,0.01092,5.46
1700,0.01092,5.46
1700,0.01092,5.46
1700,0.01092,5.46
1700,0.01092,5.46
1700,0.01092,5.46
1700,0.01092,5.46
1700,0.01092,5.46
1700,0.01092,5.46
1700,0.01092,5.46
1700,0.01092,5.46
1701,0.01093,5.465
1701,0.01092,5.46
1701,0.01092,5.46
1701,0.01092,5.46
1701,0.01092,5.46
1701,0.01092,5.46
1701,0.01092,5.46
1701,0.01092,5.46
1701,0.01092,5.46
1701,0.01092,5.46
1702,0.01092,5.46
1702,0.01092,5.46
1702,0.01091,5.455
1702,0.01092,5.46
1702,0.01092,5.46
1702,0.01092,5.46
1702,0.01092,5.46
1702,0.01092,5.46
1702,0.01092,5.46
1702,0.01091,5.455
1703,0.01092,5.46
1703,0.01092,5.46
1703,0.01092,5.46
1703,0.01092,5.46
1703,0.01092,5.46
1703,0.01092,5.46
1703,0.01091,5.455
1703,0.01091,5.455
1703,0.01092,5.46
1703,0.01092,5.46
1704,0.01092,5.46
1704,0.01092,5.46
1704,0.01092,5.46
1704,0.01092,5.46
1704,0.01092,5.46
1704,0.01092,5.46
1704,0.01092,5.46
1704,0.01093,5.465
1704,0.01092,5.46
1704,0.01092,5.46
1705,0.01093,5.465
1705,0.01092,5.46
1705,0.01092,5.46
1705,0.01093,5.465
1705,0.01092,5.46
1705,0.01092,5.46
1705,0.01091,5.455
1705,0.01092,5.46
1705,0.01093,5.465
1705,0.01093,5.465
1706,0.01092,5.46
1706,0.01092,5.46
1706,0.01093,5.465
1706,0.01092,5.46
1706,0.01093,5.465
1706,0.01093,5.465
1706,0.01092,5.46
1706,0.01092,5.46
1706,0.01093,5.465
1706,0.01093,5.465
1707,0.01092,5.46
1707,0.01092,5.46
1707,0.01091,5.455
1707,0.01092,5.46
1707,0.01092,5.46
1707,0.01092,5.46
1707,0.01093,5.465
1707,0.01092,5.46
1707,0.01092,5.46
1707,0.01092,5.46
1708,0.01092,5.46
1708,0.01092,5.46
1708,0.01092,5.46
1708,0.01092,5.46
1708,0.01092,5.46
1708,0.01092,5.46
1708,0.01092,5.46
1708,0.01092,5.46
1708,0.01092,5.46
1708,0.01092,5.46
1709,0.01091,5.455
1709,0.01092,5.46
1709,0.01092,5.46
1709,0.01091,5.455
1709,0.01092,5.46
1709,0.01092,5.46
1709,0.01091,5.455
1709,0.01091,5.455
1709,0.01092,5.46
1709,0.01092,5.46
1710,0.01092,5.46
1710,0.01092,5.46
1710,0.01092,5.46
1710,0.01091,5.455
1710,0.01092,5.46
1710,0.01093,5.465
1710,0.01093,5.465
1710,0.01093,5.465
1710,0.01093,5.465
1710,0.01093,5.465
1711,0.01092,5.46
1711,0.01093,5.465
1711,0.01093,5.465
1711,0.01092,5.46
1711,0.01092,5.46
1711,0.01093,5.465
1711,0.01093,5.465
1711,0.01093,5.465
1711,0.01093,5.465
1711,0.01093,5.465
1712,0.01093,5.465
1712,0.01093,5.465
1712,0.01093,5.465
1712,0.01093,5.465
1712,0.01093,5.465
1712,0.01092,5.46
1712,0.01092,5.46
1712,0.01092,5.46
1712,0.01092,5.46
1712,0.01092,5.46
1713,0.01092,5.46
1713,0.01093,5.465
1713,0.01093,5.465
1713,0.01092,5.46
1713,0.01092,5.46
1713,0.01092,5.46
1713,0.01092,5.46
1713,0.01092,5.46
1713,0.01092,5.46
1713,0.01092,5.46
1714,0.01093,5.465
1714,0.01093,5.465
1714,0.01093,5.465
1714,0.01092,5.46
1714,0.01093,5.465
1714,0.01093,5.465
1714,0.01093,5.465
1714,0.01092,5.46
1714,0.01093,5.465
1714,0.01093,5.465
1715,0.01092,5.46
1715,0.01092,5.46
1715,0.01092,5.46
1715,0.01092,5.46
1715,0.01092,5.46
1715,0.01092,5.46
1715,0.01093,5.465
1715,0.01092,5.46
1715,0.01093,5.465
1715,0.01092,5.46
1716,0.01092,5.46
1716,0.01092,5.46
1716,0.01092,5.46
1716,0.01092,5.46
1716,0.01092,5.46
1716,0.01092,5.46
1716,0.01093,5.465
1716,0.01092,5.46
1716,0.01092,5.46
1716,0.01092,5.46
1717,0.01092,5.46
1717,0.01093,5.465
1717,0.01093,5.465
1717,0.01092,5.46
1717,0.01093,5.465
1717,0.01092,5.46
1717,0.01092,5.46
1717,0.01092,5.46
1717,0.01092,5.46
1717,0.01092,5.46
1718,0.01092,5.46
1718,0.01092,5.46
1718,0.01092,5.46
1718,0.01092,5.46
1718,0.01092,5.46
1718,0.01092,5.46
1718,0.01092,5.46
1718,0.01092,5.46
1718,0.01092,5.46
1718,0.01092,5.46
1719,0.01092,5.46
1719,0.01092,5.46
1719,0.01092,5.46
1719,0.01092,5.46
1719,0.01092,5.46
1719,0.01092,5.46
1719,0.01092,5.46
1719,0.01092,5.46
1719,0.01092,5.46
1719,0.01092,5.46
1720,0.01093,5.465
1720,0.01093,5.465
1720,0.01092,5.46
1720,0.01092,5.46
1720,0.01092,5.46
1720,0.01092,5.46
1720,0.01093,5.465
1720,0.01093,5.465
1720,0.01093,5.465
1720,0.01092,5.46
1721,0.01092,5.46
1721,0.01092,5.46
1721,0.01092,5.46
1721,0.01092,5.46
1721,0.01092,5.46
1721,0.01093,5.465
1721,0.01092,5.46
1721,0.01093,5.465
1721,0.01093,5.465
1721,0.01093,5.465
1722,0.01092,5.46
1722,0.01093,5.465
1722,0.01092,5.46
1722,0.01093,5.465
1722,0.01093,5.465
1722,0.01092,5.46
1722,0.01092,5.46
1722,0.01092,5.46
1722,0.01092,5.46
1722,0.01092,5.46
1723,0.01092,5.46
1723,0.01092,5.46
1723,0.01092,5.46
1723,0.01092,5.46
1723,0.01092,5.46
1723,0.01092,5.46
1723,0.01092,5.46
1723,0.01093,5.465
1723,0.01093,5.465
1723,0.01093,5.465
1724,0.01092,5.46
1724,0.01092,5.46
1724,0.01092,5.46
1724,0.01092,5.46
1724,0.01092,5.46
1724,0.01092,5.46
1724,0.01092,5.46
1724,0.01092,5.46
1724,0.01092,5.46
1724,0.01092,5.46
1725,0.01092,5.46
1725,0.01092,5.46
1725,0.01092,5.46
1725,0.01092,5.46
1725,0.01092,5.46
1725,0.01092,5.46
1725,0.01092,5.46
1725,0.01092,5.46
1725,0.01092,5.46
1725,0.01093,5.465
1726,0.01093,5.465
1726,0.01092,5.46
1726,0.01092,5.46
1726,0.01092,5.46
1726,0.01092,5.46
1726,0.01092,5.46
1726,0.01092,5.46
1726,0.01092,5.46
1726,0.01092,5.46
1726,0.01092,5.46
1727,0.01092,5.46
1727,0.01092,5.46
1727,0.01093,5.465
1727,0.01092,5.46
1727,0.01092,5.46
1727,0.01093,5.465
1727,0.01092,5.46
1727,0.01092,5.46
1727,0.01092,5.46
1727,0.01093,5.465
1728,0.01093,5.465
1728,0.01093,5.465
1728,0.01093,5.465
1728,0.01093,5.465
1728,0.01092,5.46
1728,0.01092,5.46
1728,0.01092,5.46
1728,0.01093,5.465
1728,0.01092,5.46
1728,0.01093,5.465
1729,0.01092,5.46
1729,0.01092,5.46
1729,0.01092,5.46
1729,0.01093,5.465
1729,0.01092,5.46
1729,0.01092,5.46
1729,0.01092,5.46
